mies mjes
abuzarse a.βuˈsaɾ.se
hondo on.do
autosuficiente ˌaw.to.su.fiˈsjen̪.te
opilar o.piˈlaɾ
bosquete bosˈke.te
rucho ˈru.t͡ʃo
ejecutoriar e.xe.ku.toˈɾjaɾ
adondequiera a.ðon̪.deˈkje.ɾa
rabadilla ra.βaˈði.ʎa
minuta miˈnu.ta
acusica a.kuˈsi.ka
pasaje paˈsa.xe
cualificar kwa.li.fiˈkaɾ
cargosear kaɾ.ɰo.seˈaɾ
negrillo neˈgɾi.ʎo
rublo ˈruβ.lo
guardabosque gwaɾ.ðaˈβos.ke
monitorizar mo.ni.to.ɾiˈsaɾ
intruso in̪ˈtɾu.so
galibar ga.liˈβaɾ
mil mil
simultaneidad si.mul.ta.nejˈðað
humedad u.meˈðað
cablegrama ka.bleˈgɾa.ma
rubio ˈru.βjo
molestamente moˈles.taˈmen.te
acorrimiento a.koriˈmjen̪.to
trinidad tɾi.niˈðað
inscribir ins.kɾiˈβiɾ
personalidad peɾ.so.na.liˈðað
vinagrera bi.naˈɣɾe.ɾa
rodela roˈðe.la
enalmagrar e.nal.maˈɣɾaɾ
cumplir kumˈpliɾ
escavanar ˌes.ka.βaˈnaɾ
traumatismo tɾaw.maˈtis.mo
besar be.ˈsaɾ
pasadizo pa.saˈði.so
alcana alˈka.na
ontogenia on̪.toˈxe.nja
comensal ko.menˈsal
asquiento asˈkjen̪.to
cultero kulˈte.ɾo
linyera linˈʝe.ɾa
ripio ˈri.pjo
punga ˈpun.ga
copartidario koˌpaɾ.tiˈða.ɾjo
zurraposo su.raˈpo.so
antinatural an̪.ti.na.tuˈɾal
charango tʃaˈɾaŋ.go
acimut a.siˈmut
caballerete ka.βa.ʎe.ˈɾe.te
alcalizar al.ka.liˈsaɾ
emitir e.miˈtiɾ
krill ˈkɾil
chiche ˈtʃi.tʃe
nafta ˈnaf.ta
desempleado de.sem.pleˈa.ðo
desear de.se.ˈaɾ
adverbializar að.βeɾ.βja.liˈsaɾ
hado ˈa.do
conqueridor kon.ke.ɾiˈðoɾ
somero soˈme.ɾo
ablandamiento a.βlan.daˈmien̪.to
abetal a.βeˈtal
atrevimiento a.tɾe.βiˈmjen̪.to
vertical beɾ.tiˈkal
sofaldar so.fal.ˈðaɾ
paraguaya pa.ɾaˈgwa.ʝa
contentar kon.tenˈtaɾ
pubescer pu.βeˈseɾ
terriblemente teˈri.βleˈmen.te
extenuativo eks.te.nwaˈti.βo
escaramucear es.ka.ɾa.mu.seˈaɾ
reestrenar re.es.trenˈar
acambrayado a.kam.βɾaˈʝa.ðo
entarimado en̯.ta.ɾiˈma.ðo
bailar bajˈlar
hogaza oˈga·sa
melena meˈle.na
despabilar des.pa.βiˈlaɾ
milonga miˈloŋ.ga
pichana piˈtʃa.na
genialidad xe.nja.liˈðað
servilleta seɾ.βiˈʎe.ta
bitonal bi.to.ˈnal
esbarar es.βaˈɾaɾ
altisonancia al.ti.soˈnan.sja
acosamiento a.ko.saˈmjen̪.to
abusador a.βu.saˈðoɾ
vivero biˈβe.ɾo
delimitar de.li.miˈtaɾ
aeroportuario a.e.ɾo.poɾˈtwa.ɾjo
sabrosamente saˈβɾo.saˈmen̪.te
provinciano pɾo.βinˈsja.no
relajamiento re.la.xaˈmjen.to
maquinar ma.kiˈnaɾ
romance roˈman.se
medallero me.ða.ˈʎe.ɾo
juntamiento χun.taˈmjen.to
trimestralmente tɾi.mesˈtɾalˈmen̪.te
laguna laˈɰu.na
emblandecer em.blan̪.deˈseɾ
nabo ˈna.βo
murta ˈmuɾ.ta
holganza olˈɣan.sa
ludibrio luˈði.βɾjo
progresar pɾo.ɣɾeˈsaɾ
apotema a.po.ˈte.ma
voluminoso bo.lu.miˈno.so
cauteloso kaw.teˈlo.so
aceruelo a.seɾˈwe.lo
adaptar a.ðapˈtaɾ
decurso deˈkuɾ.so
nema ˈne.ma
afinador a.fi.naˈðoɾ
incredulidad iŋ.kɾe.ðu.liˈðað
agorar a.ɰo.ˈɾar
acaponado a.ka.poˈna.ðo
chambonada tʃaɱ.boˈna.ða
comandar ko.manˈdaɾ
cascar kas.ˈkaɾ
chatarra tʃa.ˈta.ra
adjutor að.xuˈtoɾ
valiente baˈljen̪.te
renegador re.ne.ɣaˈðoɾ
fadiga fa.ˈði.ɣa
bachata baˈt∫a.ta
mestizaje mes.tiˈsa.xe
boina ˈboj.na
italiano i.ta.lja.no
danzar danˈsaɾ
convalecencia kom.ba.leˈsen.sja
agucioso a.ɣuˈsjo.so
colombicultura ko.lom.bi.kulˈtu.ɾa
dispondeo dis.ponˈde.o
sobrevivir so.βɾe.βiˈβiɾ
coagular ko.a.ɰu.ˈlaɾ
achicamiento a.tʃi.kaˈmjen̪.to
abeto a.ˈβe.to
tinta ˈtin.ta
acijoso a.siˈxo.so
malograr ma.loˈɣɾar
acopiador a.ko.pjaˈðor
boliche boˈli.tʃe
azafata a.saˈfa.ta
reporte reˈpoɾ.te
individualista in.di.βi.ðwaˈlis.ta
adipocira a.ði.poˈsi.ɾa
granuloso gɾa.nuˈlo.so
frialdad fɾjalˈdað
respectar res.pekˈtaɾ
especificar es.pe.si.fiˈkaɾ
pasional pa.sjoˈnal
chaira ˈtʃsaj.ɾa
sazonar sa.soˈnaɾ
importunar im.poɾ.tuˈnaɾ
revolucionario reβolusioˈnaɾio
colindar ko.lin̯ˈdaɾ
sutilmente suˈtilˈmen.te
putrescible pu.tɾesˈsi.βle
vez bes
gafe ˈga.fe
contestano kon.tesˈta.no
ola o.la
costumbre kosˈtum.bɾe
temer teˈmeɾ
fenecer fe.neˈseɾ
picapleitos pi.ka.ˈplej.tos
librejo liˈbɾe.xo
estrategia es.tɾaˈte.xja
urbanista uɾ.βaˈnis.ta
alabastro a.laˈβas.tɾo
yate ˈʝa.te
can kaŋ
cocodrilo ko.koˈðɾi.lo
zalagarda sa.laˈɰaɾ.ða
distorsionar dis.toɾ.sjoˈnaɾ
capilaridad ca.pi.la.ɾiˈðað
chafarote tʃa.faˈɾo.te
acromiano a.kɾoˈmja.no
perrito peˈri.to
desposando ˈan̪.do
albatros al.ˈba.tɾos
yerbatal ʝeɾ.βaˈtal
cid ˈsið
almoraduj al.mo.ɾaˈdux
martirio maɾˈti.ɾjo
pertinencia peɾ.tiˈnen̪.sja
bipolar bi.poˈlaɾ
collar ko.ˈʎaɾ
exquisitamente eks.kiˈsi.taˈmen̪.te
acuciosamente a.kuˈsjo.saˈmen̪.te
chavea tʃaˈβe.a
curador ku.ɾaˈðoɾ
secundariamente se.kunˈda.ɾjaˈmen.te
espantar es.panˈtaɾ
dependiente de.pen̪ˈdjen̪.te
hablador a.βlaˈðoɾ
quisca ˈkis.ka
hiperemia i.peɾ.ˈe.mja
islote isˈlo.te
capanga kaˈpaŋ.ga
cuadruplicar kwa.ðɾu.pliˈkaɾ
cesta ˈses.ta
malgastar mal.gasˈtaɾ
ambientalismo am.bjen̪.taˈlis.mo
abisal a.β̞iˈsal
historiador is.to.ɾjaˈðoɾ
infecundidad iɱ.fe.kun̪.diˈðað
escolio es.ˈko.ljo
callejuela ka.ʝeˈxwe.la
afluente a.fluˈen̪.te
cortejar koɾ.teˈxaɾ
vitar biˈtaɾ
bastaje basˈta.xe
puntualidad pun.twa.liˈðað
ratificar ra.ti.fiˈkaɾ
estudio esˈtu.ðjo
intervenir in.teɾ.βeˈniɾ
colegiar ko.le.ˈxjaɾ
amilanar a.mi.laˈnaɾ
sempiterno sem.piˈteɾ.no
nevar neˈβaɾ
custodiar kus.toˈðjaɾ
matadero  ma.taˈðe.ɾo 
almacenar al.ma.seˈnaɾ
extraordinario eks.tɾa.oɾ.ðiˈna.ɾjo
estalinista es.ta.liˈnis.ta
acaciano a.kaˈsja.no
arrasadura a.ra.saˈðu.ɾa
tahitiano taj.ˈtja.no
voracidad bo.ɾa.siˈðað
afluir aˈflwiɾ
soldadura sol.ðaˈðu.ɾa
bao ˈba.o
perfilado peɾ.fiˈla.ðo
compungir com.puŋˈxiɾ
misticismo mis.tiˈsis.mo
lupanar lu.paˈnaɾ
independientemente in̪.ðe.pen̪ˈðjen̪.te.men̪.te
tramitar tɾa.miˈtaɾ
ninfa ˈniɱ.fa
molde ˈmol.de
instintivo ins.tinˈti.βo
estivo esˈti.βo
hermano eɾˈma.no
adiposo a.ðiˈpo.so
bordillo boɾˈði.ʝo
pulcritud pul.kɾiˈtuð
trace ˈtɾa.se
caro ˈka.ɾo
estomacal es.to.ma.ˈkal
semejablemente se.meˈxa.βleˈmen̪.te
zangandongo saŋ.gan̪ˈdoŋ.go
pasagonzalo pa.sa.ɰonˈsa.lo
arena aˈɾe.na
acrianzar a.kɾi.anˈsaɾ
acebo aˈse.βo
desamar de.saˈmaɾ
capelina ka.peˈli.na
selenita se.leˈni.ta
adherecer a.ðe.ɾeˈseɾ
inocencia i.noˈsen.sja
corral ko.ˈral
acombar a.kom ˈbaɾ
echacorvear e.tʃa.koɾ.βeˈaɾ
chiquero tʃiˈke.ɾo
incomodar iŋ.ko.moˈðaɾ
encalabrinar eŋ.ka.la.bɾiˈnaɾ
monomio moˈno.mjo
adormecer a.ðoɾ.meˈseɾ
pibe ˈpi.βe
abortista a.βoɾˈtis.ta
cometario ko.meˈta.ɾjo
disentir di.sen̪ˈtiɾ
pololo poˈlo.lo
manifestativo ma.ni.fes.taˈti.βo
perfeto peɾˈfe.to
ademador a.ðe.maˈðoɾ
vitelo biˈte.lo
hender en̪ˈdeɾ
abelmosco a.βelˈmos.ko
satinar sa.tiˈnaɾ
burgrave buɾ.ˈgɾa.βe
plegar pleˈɰaɾ
yesero ʝeˈse.ɾo
medular me.ðu.ˈlaɾ
nanay naˈnaj
acuitadamente a.kwiˈta.ðaˈmen.te
bracil bɾaˈsil
retablo reˈta.βlo
eyectar e.ʝekˈtaɾ
ovejero o.βeˈxe.ɾo
inspirar ins.pi.ˈɾaɾ
nonagonal no.na.ɣoˈnal
herrero eˈre.ɾo
cauchal kawˈʧal
desherrar des.eˈraɾ
mareo ma.ˈɾe.o
hambre ˈam.bɾe
aerograma a.e.ɾoˈɣɾa.ma
panteonero pan.te.oˈne.ɾo
regresivo re.gɾeˈsi.βo
irritante i.ri.ˈtan.te
lagunajo la.ɣuˈna.xo
admitencia að.miˈten.sja
urbe ˈuɾ.βe
ambueza amˈbwe.sa
mediastino me.ðjasˈti.no
agravador a.ɣɾaˈβa.ðor
velacho beˈla.tʃo
galima gaˈli.ma
chumpipe tʃumˈpi.pe
maloca maˈlo.ka
acorredor a.ko.reˈðoɾ
adintelado a.ðin̪.teˈla.ðo
amamantamiento a.ma.man̪.taˈmjen.to
empedrar em.peˈðɾaɾ
hematoma e.maˈto.ma
huasca ˈgwas.ka
achiquitar a.tʃi.kiˈtaɾ
olfatorio ol.faˈto.ɾjo
silicio siˈli.sjo
nalca ˈnal.ka
vid ˈbið
saciar saˈsjaɾ
destinatario des.ti.naˈta.ɾjo
ferocidad fe.ɾo.si.ˈðað
valer baˈleɾ
incremento iŋ.kɾeˈmen.to
alterar al.teˈɾaɾ
salitrero sa.li.ˈtɾe.ɾo
almofrej al.moˈfɾex
futilidad fu.ti.liˈðað
precinto pɾeˈsin.to
escrutador es.kɾu.taˈðoɾ
aliciente a.liˈsjen.te
solfear sol.feˈaɾ
pescado pesˈka.ðo
moreliano mo.ɾe.lja.no
gestual xesˈtwal
arriero aˈrje.ɾo
enroscar en.rosˈkaɾ
desalabanza des.a.la.ˈβan.sa
jugar xuˈɣaɾ
caducar ka.ðuˈkaɾ
graciable gɾaˈsja.βle
caracol ka.ɾa'kol
merienda meˈɾjen.da
saharaui sa.(h)aˈɾa.wi
tremadal tɾe.maˈðal
veranar be.ɾaˈnaɾ
dictadura dik.taˈðu.ɾa
castrador kas.tɾaˈðoɾ
caboverdiano ˌka.βo.βeɾˈðja.no
unir uˈniɾ
cardiovascular ˌkaɾ.ðjo.βas.ku.ˈlaɾ
hidratante i.ðɾaˈtan̪.te
colicuativo ko.li.kwaˈti.βo
canal kaˈnal
palear pa.le.ˈaɾ
oportuno opoɾˈtuno
comparativo kom.pa.ɾaˈti.βo
ojo ˈo.xo
ominar o.miˈnaɾ
acabose a.kaˈβo.se
pelear pe.leˈaɾ
rigoroso ri.ɣoˈɾo.so
arrendatario a.ren̪.daˈta.ɾjo
papar paˈpaɾ
jubete ˈxu.βe.te
sobrebarrer so.βɾe.βaˈreɾ
fechador fe.ʧa.ˈðor
blincar bliŋˈkaɾ
potro ˈpo.tɾo
gastritis gas.ˈtɾi.tis
drenaje dɾe.ˈna.xe
tranquilo tɾaŋˈki.lo
glorieta glo.ˈɾje.ta
puro ˈpu.ɾo
azarar a.saˈɾaɾ
afilar a.fiˈlaɾ
acomendar a.ko.men̪ˈdaɾ
comunidad ko.mu.niˈðað
traidor tɾajˈðoɾ
musar muˈsaɾ
acaldar a.kalˈðaɾ
alfanje al.ˈfan.xe
histrionisa is.tɾjoˈni.sa
puar pwaɾ
vasija baˈsi.xa
orobias oˈɾo.βjas
epopeya e.poˈpe.ʝa
robot roˈβot
borrar boˈraɾ
aficionar a.fi.sjoˈnaɾ
desatancar de.sa.tanˈkaɾ
dermitis deɾˈmi.tis
aferrar a.feˈraɾ
acacharse a.kaˈtʃaɾ.se
rentabilidad ren.ta.βi.liˈðað
bufar buˈfaɾ
alguno alˈɣu.no
neumoconiosis new.mo.ko.ˈnjo.sis
tendalada ten.daˈla.ða
torturar toɾ.tuˈɾaɾ
palastro paˈlas.tɾo
profeta pɾoˈfe.ta
enfatizar en.fa.tiˈsaɾ
acalambrar a.ka.lamˈβɾa.ɾ
putumayense pu.tu.maˈʝen.se
almuezada al.mweˈsa.ða
conjunto konˈxun.to
ajizal a.xi.ˈsal
arteriosclerosis aɾ.te.ɾjos.kle.ˈɾo.sis
moderno moˈðeɾ.no
acechamiento a.setʃaˈmjen̪.to
notario noˈta.ɾjo
rugoso ruˈɰo.so
israelita is.ra.eˈli.ta
temerariamente te.meˈɾa.ɾjaˈmen̪.te
revelandero re.βe.lan̪ˈde.ɾo
jefatura xe.faˈtu.ɾa
esclerodermia es.kle.ɾoˈdeɾ.mja
incendiario in.senˈdja.ɾjo
conflictivo kon.flikˈti.βo
codero koˈðe.ɾo
africanidad a.fɾi.ka.niˈðað
dedal deˈðal
caridad ka.ɾiˈðað
perimir pe.ɾiˈmiɾ
vergajo beɾˈɣa.xo
cosario koˈsa.ɾjo
motilar mo.tiˈlaɾ
consentir kon.sen̪ˈtiɾ
subte ˈsuβ.te
carnerero kaɾ.ne.ˈɾe.ɾo
acto ˈak.to
sorber soɾˈβeɾ
catimbao ka.timˈba.o
reclutar ɾe.kluˈtaɾ
relajadamente re.laˈxa.ðaˈmen.te
vaca ˈba.ka
tiuque ˈtju.ke
alborotar al.βo.ɾoˈtaɾ
litro ˈli.tɾo
alimenticio a.li.men.ˈti.sjo
agarrador a.ɣa.raˈðoɾ
trashojar tɾas.oˈxaɾ
pasaderamente pa.saˈðe.ɾaˈmen.te
claridad kla.ɾiˈðað
esmeralda es.meˈɾal.da
vizcacha bisˈka.tʃa
joya ˈxo.ʝa
engendrar en.xen̪ˈðɾaɾ
postal posˈtal
polvo ˈpol.βo
igualdad i.ɣwalˈdað
deprisa deˈpɾi.sa
camandulense ka.man̪.duˈlen.se
recalcitrar re.kal.siˈtɾar
embobecer em.bo.βeˈseɾ
girar xiˈɾaɾ
moranza mo.ˈɾan.sa
adenoideo a.ðe.nojˈðe.o
pagar paˈɰaɾ
chulo ˈtʃu.lo
traro ˈtra.ɾo
zarina sa.ˈɾi.na
airbag ejɾˈβaɡ
conforme konˈfoɾ.me
camarero ka.maˈɾe.ɾo
abstemio aβsˈte.mjo
hilo ˈi.lo
escudo es.ˈku.ðo
picarrelincho pi.ka.reˈlin.tʃo
artizar aɾ.tiˈsaɾ
jeribeque xe.ɾiˈβe.ke
geogenia xe.ɔˈxe.ni.a
palacete ˌpa.laˈse.te
pentagonal pen̪.ta.ɣoˈnal
lapidar la.pi.ˈðaɾ
congraciador koŋ.gɾa.sjaˈðoɾ
fulgente fulˈxen̪.te
pleurodinia plew.ɾo.ˈði.nja
galbanado gal.βaˈna.ðo
biomasa bjoˈma.sa
imperial im.peˈɾjal
enviajado em.bjaˈxa.ðo
desparpajo des.paɾ.ˈpa.xo
estupro esˈtu.pɾo
obsidiana oβ.si.ˈðja.na
arteriola aɾ.te.ˈɾjo.la
lerdamente ˈleɾ.ðaˈmen̪.te
abatanar a.βa.taˈnaɾ
muro ˈmu.ɾo
ligona liˈɣo.na
identificar i.ðen̪.ti.fiˈkaɾ
poda ˈpo.ða
entresacar en.tɾe.saˈkaɾ
final fiˈnal
gules ˈgu.les
verdor beɾ'ðoɾ
falo ˈfa.lo
confidencia kon.fiˈðen.sja
escritor es.kɾiˈtor
revejecer re.be.xeˈseɾ
bohemia bo.ˈe.mja
basilar ba.siˈlaɾ
jai ˈxai
chabola tʃaˈβo.la
aerosol a.e.ɾoˈsol
adalid a.ðaˈlið
sotreta soˈtɾe.ta
recuperador re.ku.pe.ɾaˈðoɾ
actuarial ak.twaˈɾjal
loro ˈlo.ɾo
coleccionar ko.lek.sjoˈnaɾ
bramar bɾaˈmaɾ
bronquial bɾoŋˈkjal
libertinaje li.βeɾ.tiˈna.xe
alegroso a.leˈɣɾo.so
mialgia ˈmial.xia
levadura ˈle.βaˈðu.ɾa
maquinista ma.ki.ˈnis.ta
poza ˈpo.sa
oral oˈɾal
suministrar su.mi.nisˈtɾaɾ
ecuatorianismo e.kwa.to.ɾjaˈnis.mo
oronja oˈɾoŋ.xa
servio ˈseɾ.bjo
adivinador a.ði.βi.naˈðoɾ
javo ˈxa.βo
gramaticalmente gɾa.ma.tiˈkalˈmen̪.te
escorar es.koˈɾaɾ
tarjeta taɾˈxe.ta
sin sin
fagotista fa.ɰoˈtis.ta
baraja baˈɾa.xa
granja ˈgɾaŋ.xa
briol bɾiˈol
moralina mo.ɾaˈli.na
noveno noˈβe.no
farero faˈɾe.ɾo
infundir in.fun̪,diɾ
vanidoso ba.niˈðo.so
ijadear i.xa.ðeˈaɾ
franquicia fɾaŋˈki.sja
reposadero re.po.saˈðe.ɾo
medialuna ˈme.dja ˈlu.na
alarife a.laˈɾi.fe
declive de.ˈkli.βe
multinacional  
etapa e.ˈta.pa
reclutamiento re.klu.taˈmjen.to
fobia ˈfo.βja
trazar tɾaˈsaɾ
exhibicionista e.ksi.βi.sjoˈnis.ta
resistir re.sisˈtiɾ
aserrador a.se.raˈðoɾ
poder poˈðeɾ
tablao taˈβla.o
desparecer des.pa.ɾeˈseɾ
nacho ˈna.tʃo
cocer koˈseɾ
encalvecer eŋ.kal.βeˈseɾ
abedul a.βe.ˈðul
istmo ˈist.mo
pastiche pasˈti.tʃe
engerir eŋ.xeˈɾiɾ
guiri ˈgi.ɾi
preferencia pɾe.feˈɾen.sja
cubanismo ku.βaˈnis.mo
pobo ˈpo.βo
estay esˈtaj
subempleo suβ.emˈple.o
corteza korˈte.sa
acicatear a.si.ka.teˈaɾ
nabab naˈβaβ
azul aˈsul
mielina mje.ˈli.na
acachetear a.ka.tʃeˈte.aɾ
bulto ˈbul.to
estofador es.to.faˈðoɾ
vidriera biˈðɾje.ɾa
carecer ka.ɾeˈseɾ
almagrero al.maˈɣɾe.ɾo
cateador ka.te.aˈðoɾ
d ˈde
amilanamiento a.mi.la.naˈmjen̪.to
diferir di.feˈɾiɾ
adiposis a.ðiˈpo.sis
destrincar des.tɾiŋˈkaɾ
olivo oˈli.β̞o
nailon ˈnaj.lon
amigdalitis a.mig.da.ˈli.tis
fertilidad feɾ.ti.liˈðað
ilustre iˈlus.tɾe
haba ˈa.βa
agreza aˈɣɾe.sa
repentinamente re.pen̪ˈti.naˈmen̪.te
queso ˈke.so
tamarugo ta.maˈɾu.ɰo
barrar baˈraɾ
lodazal lo.ðaˈsal
acije aˈsi.xe
gripa ˈgɾi.pa
plebeyo pleˈβe.ʝo
peronista pe.ɾoˈnis.ta
fototipia fo.toˈti.pja
abortar a.βoɾˈtaɾ
humilde uˈmil.de
guayaba ɡwaˈʝa.βa
importunadamente im.poɾ.tuˈna.ðaˈmen.te
mistol mis.ˈtol
pisar piˈsaɾ
podar poˈðaɾ
canchal kaɲˈtʃal
maniaco maˈnja.ko
quicio ˈki.sjo
chinesco tʃiˈnes.ko
codificar ko.ði.fiˈkaɾ
viejo ˈbje.xo
deteriorar de.te.ɾjoˈɾaɾ
acceso akˈse.so
miserioso mi.seˈɾjo.so
entreabierto ˌen.tɾe.aˈβjeɾ.to
colina ko.ˈli.na
adstringir aðs.tɾiŋˈxiɾ
hawaiano ha.waˈja.no
crujir kɾu.ˈxiɾ
fraternal fɾa.teɾˈnal
percebe peɾˈse.βe
helenista e.leˈnis.ta
fatigador fa.ti.ɣaˈðoɾ
triar tɾjar
aderra aˈðe.ra
recuperar re.ku.peˈɾaɾ
vitalismo bi.taˈlis.mo
merecidamente me.ɾeˈsi.ðaˈmen.te
avezar a.βeˈsaɾ
playa ˈpla.ʝa
colmenar kol.meˈnaɾ
bolchevique bol.tʃeˈβi.ke
orificio o.ɾiˈfi.sjo
tuareg twaˈɾeɰ
nasal na.ˈsal
vitalista bi.taˈlis.ta
agrupar a.ɣɾu'paɾ
rodado roˈða.ðo
loma ˈlo.ma
cuatro ˈkwa.tɾo
pendejo penˈde.xo
zum ˈsum
chist ˈtʃist
entredecir en̪.tɾe.ðeˈsiɾ
respetuosamente res.peˈtwo.saˈmen̪.te
alcachofa al.ka.ˈtʃo.fa.
capote kaˈpo.te
requinto reˈkin.to
decapar de.ka.ˈpaɾ
ministril mi.nisˈtɾil
crencha ˈkɾeɲ.ʧa
aproximado a.pɾok.siˈma.ðo
idiolecto i.ðjo.ˈlek.to
bicho ˈbi.ʈʃo
abocadear a.βo.ka.ðeˈaɾ
contundencia kon.tunˈden.sja
alabable a.laˈβa.βle
padecer pa.ðeˈseɾ
marrueco maˈrwe.ko
contentivo kon.tenˈti.βo
desodorante d̪e.so.ðoˈɾan.te
inclusero iŋ.kluˈse.ɾo
tronchar tɾo̞nʲˈt͡ʃa̠ɾ
derechista de.ɾeˈʧis.ta
alcurnia alˈkuɾ.nja
barquisimetano baɾ.ki.si.meˈta.no
toxicidad to.ksi.siˈðað
loar loˈaɾ
subconsciente suβ.konˈsjen̪.te
ejercicio e.xeɾˈsi.sjo
galbanoso gal.βaˈno.so
trasminar tɾas.miˈnaɾ
esnob esˈnob
sobrevolar so.βɾe.βoˈlaɾ
vascular bas.ku.ˈlaɾ
invento im.ˈben.to
achocolatado a.tʃo.ko.laˈta.ðo
simplista simˈplis.ta
lita ˈli.ta
impugnar im.puɣˈnar
engurrio eŋˈgu.rjo
advenimiento að.βe.niˈmjen.to
pupo ˈpu.po
compactibilidad kom.pak.ti.βi.liˈðað
solapadamente so.laˈpa.ðaˈmen̪.te
embarazo em.baˈɾa.so
aciar a.ˈsjaɾ
gestadura xes.taˈðu.ɾa
escardar es.kaɾˈðaɾ
exclamativo eks.kla.maˈti.βo
curcucho kuɾ.ˈku.tʃo
escaliar es.kaˈljar
pronominal pɾo.no.miˈnal
turismo tuˈɾis.mo
delante deˈlan.te
satanismo sa.taˈnis.mo
sobrio ˈso.βɾjo
guionista gjoˈnis.ta
agravamiento a.ɣɾa.βaˈmjen̪to
suegro ˈswe.ɰɾo
enchironar eɲ.tʃi.ɾoˈnaɾ
trasegar tɾa.seˈɣaɾ
infundio inˈfun.djo
sintagma sin.ˈtag.ma
conquistar kon.kisˈtaɾ
afuera aˈfwe.ɾa
echadura e.tʃaˈðu.ɾa
vaporizar ba.po.ɾiˈsaɾ
babaza ba.ˈβa.sa
mugriento muˈɰɾjen.to
entabladura en̪.ta.βlaˈðu.ɾa
celeste seˈles.te
chincheta tʃiɲ.ˈtʃe.ta
gocho ˈɡo.t͡ʃo
envejecimiento em.be.xe.siˈmjen̪.to
pertenencia peɾ.teˈnen.sja
abrazar a.bɾa.ˈsar
continuidad kon.ti.nwjˈðað
favor faˈβoɾ
feminista fe.miˈnis.ta
estipendio es.ti.ˈpen.ðjo
visado biˈsa.ðo
tasador ta.saˈðoɾ
proveedor pɾo.βe.e.ˈdor
unilateral u.ni.la.teˈɾal
anticresista an.ti.kɾeˈsis.ta
presentir pɾe.sen̪ˈtiɾ
anaerobio a.na.eˈɾo.βjo
derrenegar de.re.neˈɣaɾ
lealmente le.al.ˈmen̯.te
interesadamente in.te.ɾeˈsa.ðaˈmen.te
guardacalada gwa.ða.kaˈla.ða
decorar de.koˈɾar
ablegado a.βleˈɰa.ðo
amable aˈma.βle
pergamino peɾ.ɣaˈmi.no
trabajar tra.βa.ˈxar
acuntir a.kun̪ˈtiɾ
estornudar es.toɾ.nu.ˈðaɾ
abregancias a.βɾeˈɣan.sjas
requerimiento re.ke.ɾiˈmjen.to
petirrojo pe.ti.ˈro.χo
predicar pɾe.ðiˈkaɾ
lumbar lumˈβaɾ
facilillo fa.siˈli.ʎo
permuta peɾˈmu.ta
panceta panˈse.ta
servomecanismo seɾ.βo.me.ka.ˈnis.mo
moyo ˈmo.ʝo
beis ˈbejs
enfrentamiento en.fɾen.taˈmjen.to
florido floˈɾi.ðo
agujerear a.ɣu.xe.ɾeˈaɾ
rojo ˈro.xo
desabor deˈsa.βoɾ
desamor de.saˈmoɾ
anuario aˈnwa.ɾjo
contrario konˈtɾa.ɾjo
blasfemia blasˈfe.mja
partidamente paɾˈti.ðaˈmen.te
abalaustrado a.βa.lausˈtɾa.do
elenco eˈleŋ.ko
gratificante gɾa.ti.fiˈkan̪.te
aparatoso a.pa.ɾaˈto.so
eslovaco es.loˈβa.ko
siquier siˈkjeɾ
crinar kɾiˈnaɾ
abonero a.βoˈne.ɾo
despreciable des.pɾeˈsja.βle
arrancar a.raŋˈkaɾ
intensivo in.tenˈsi.βo
acidioso a.si.ˈðjo.so
aberrar a.βeˈraɾ
canadiense ka.naˈðjen.se
lactancia lakˈtan.sja
realismo ɾe.a.ˈlis.mo
rascuache rasˈkwa.tʃe
picardear pi.kaɾ.ðeˈaɾ
concerniente kon̪.seɾˈnjen̪.te
represaliar re.pɾe.sa.ˈljaɾ
especia esˈpe.sja
criterio kɾiˈte.ɾjo
voleibol ˈbo.lej.βol
reagrupar re.a.ɣɾu'paɾ
contingentemente kon̪.tiŋˈxen̪.teˈmen̪.te
enmohecer en.mo.eˈseɾ
capturar kap.tuˈrar
escalera es.kaˈle.ɾa
nerviosidad neɾ.βjo.siˈðað
ijada iˈxa.ða
senara seˈna.ɾa
solano soˈla.no
salamanquino sa.la.maŋˈki.no
afablemente aˈfa.βleˈmen̪.te
compatibilidad kom.pa.ti.βi.liˈðað
subdirector suβ.ði.ɾekˈtoɾ
acordeonista a.koɾ.ðeoˈnis.ta
alcalifa al.kaˈli.fa
incompatible in.kom.paˈti.βle
sepsis ˈsep.sis
empadronamiento em.pa.ðɾo.naˈmjen̪.to
nalga ˈnal.ɣa
condecir kon̪.deˈsiɾ
coitar kojˈtaɾ
aceptador a.sep.taˈðoɾ
acogombradura a.ko.ɣom.bɾaˈðu.ɾa
encloquecer eŋ.klo.keˈseɾ
temporizador tem.po.ɾi.saˈðoɾ
caco ˈka.ko
pogromo poˈɰɾo.mo
resfriado res.ˈfɾi.a.ðo
olvidoso ol.βiˈðo.so
hurto ˈuɾ.to
agravatorio a.ɣɾa.βaˈto.ɾjo
angostamente aŋ.ɣosˈtu.ɾa
borrachera bo.ra.ˈtʃe.ɾa
desde ˈdes.ðe
acoplamiento a.ko.plaˈmjen̪.to
chotar ʧoˈtaɾ
lavaje laˈβa.xe
admisible að.miˈsi.βle
heterosexual ˌe.te.ɾo.sekˈswal
trincar tɾiŋˈkaɾ
